timestamp,equipment_id,equipment_type,vibration_mms,temperature_c,pressure_psi,rpm,oil_flow_rate,current_draw_a,hours_since_maintenance,failure_label
2023-01-13 15:00:00,EQ-004,Generator,,110.15,282.44,1056.0,58.12,77.65,523,1
2023-01-13 17:00:00,EQ-003,Valve,3.488,70.23,428.43,1546.3,128.22,43.53,101,0
2023-01-14 07:00:00,EQ-012,Valve,2.955,76.06,425.69,1497.9,105.39,41.65,436,0
2023-01-14 13:00:00,EQ-005,Generator,3.283,72.68,474.21,1499.1,136.74,45.1,95,0
2023-01-14 13:00:00,EQ-020,Pipeline,3.145,80.97,439.19,1432.7,108.68,44.81,95,0
2023-01-15 04:00:00,EQ-007,Valve,2.339,73.42,439.83,1494.2,128.29,43.25,304,0
2023-01-15 07:00:00,EQ-009,Valve,3.138,71.05,449.86,1489.2,116.28,42.81,336,0
2023-01-15 16:00:00,EQ-015,Pipeline,,76.76,448.16,1525.1,123.84,48.09,219,0
2023-01-15 17:00:00,EQ-014,Compressor,11.009,120.29,321.86,1073.6,79.49,81.93,995,1
2023-01-15 22:00:00,EQ-011,Pipeline,2.507,75.83,456.49,1482.1,126.31,43.04,98,0
2023-01-16 01:00:00,EQ-002,Generator,2.637,79.22,427.52,1473.9,128.79,43.35,397,0
2023-01-16 04:00:00,EQ-010,Generator,4.691,80.56,457.03,1476.5,122.05,44.67,162,0
2023-01-16 04:00:00,EQ-002,Generator,3.82,71.08,459.44,1532.6,108.3,40.02,191,0
2023-01-16 10:00:00,EQ-001,Pipeline,5.026,67.82,444.8,1467.2,118.2,49.11,81,0
2023-01-16 18:00:00,EQ-003,Valve,2.378,80.03,448.77,1497.9,125.05,43.56,297,0
2023-01-16 21:00:00,EQ-006,Compressor,10.065,107.59,339.99,1031.5,13.19,77.35,974,1
2023-01-17 02:00:00,EQ-011,Pipeline,4.042,69.6,455.54,1567.9,128.23,48.67,55,0
2023-01-17 08:00:00,EQ-005,Generator,1.918,80.42,454.59,1497.6,122.33,54.68,376,0
2023-01-17 09:00:00,EQ-005,Generator,12.046,119.34,332.7,999.0,39.33,66.08,613,1
2023-01-17 16:00:00,EQ-001,Pipeline,3.709,72.06,485.94,1576.5,109.82,42.26,84,0
2023-01-17 18:00:00,EQ-013,Generator,2.739,71.98,442.14,1463.9,118.47,49.52,6,0
2023-01-17 20:00:00,EQ-013,Generator,3.052,73.75,472.87,1550.9,113.57,44.36,238,0
2023-01-18 09:00:00,EQ-010,Generator,,66.42,429.14,1566.3,124.49,44.76,163,0
2023-01-18 10:00:00,EQ-020,Pipeline,4.265,82.4,445.3,1480.0,100.86,51.13,91,0
2023-01-19 17:00:00,EQ-001,Pipeline,3.184,76.55,478.48,1570.7,119.71,45.42,356,0
2023-01-20 06:00:00,EQ-008,Valve,,77.28,482.23,1548.3,138.02,45.64,108,0
2023-01-20 17:00:00,EQ-016,Compressor,3.257,68.62,456.08,1377.5,122.33,49.03,84,0
2023-01-20 19:00:00,EQ-011,Pipeline,3.629,73.03,439.53,1498.1,110.91,45.09,307,0
2023-01-20 21:00:00,EQ-002,Generator,4.291,77.38,467.49,1534.0,111.93,40.45,162,0
2023-01-21 02:00:00,EQ-018,Generator,3.436,80.47,423.76,1507.2,109.37,42.78,454,0
2023-01-21 03:00:00,EQ-019,Pump,13.095,112.45,255.62,647.8,64.87,85.81,758,1
2023-01-21 10:00:00,EQ-018,Generator,2.799,80.74,424.93,1501.1,117.34,48.11,206,0
2023-01-21 12:00:00,EQ-012,Valve,3.157,77.94,418.04,1523.1,140.24,40.91,310,0
2023-01-22 02:00:00,EQ-019,Pump,2.933,84.77,439.48,1508.9,124.0,45.39,168,0
2023-01-22 04:00:00,EQ-003,Valve,3.047,69.4,466.29,1609.3,,42.96,16,0
2023-01-22 10:00:00,EQ-018,Generator,3.336,82.07,431.5,1476.8,124.81,42.04,414,0
2023-01-22 18:00:00,EQ-012,Valve,3.571,75.99,437.65,1484.2,126.16,48.61,297,0
2023-01-22 22:00:00,EQ-014,Compressor,4.209,76.15,492.1,1444.3,132.22,50.25,156,0
2023-01-23 00:00:00,EQ-002,Generator,2.294,71.65,476.16,1453.1,128.94,45.37,407,0
2023-01-23 11:00:00,EQ-001,Pipeline,,78.76,461.11,1502.5,123.5,43.32,424,0
2023-01-23 11:00:00,EQ-013,Generator,3.463,75.57,451.24,1453.6,118.1,40.51,122,0
2023-01-23 12:00:00,EQ-012,Valve,2.122,65.33,471.38,1461.3,121.32,44.66,136,0
2023-01-24 03:00:00,EQ-018,Generator,3.543,79.86,467.33,1461.5,119.7,47.38,205,0
2023-01-24 07:00:00,EQ-010,Generator,3.668,72.2,480.18,1480.4,120.75,48.1,296,0
2023-01-24 08:00:00,EQ-012,Valve,10.023,112.13,378.08,911.7,82.74,82.06,576,1
2023-01-24 12:00:00,EQ-007,Valve,3.257,70.08,459.25,1347.7,127.16,45.36,181,0
2023-01-24 20:00:00,EQ-011,Pipeline,3.499,80.54,452.7,1486.2,123.2,45.25,312,0
2023-01-24 21:00:00,EQ-012,Valve,3.987,80.54,449.38,1450.8,122.86,50.68,20,0
2023-01-24 22:00:00,EQ-012,Valve,2.619,74.93,430.4,1532.7,112.85,44.71,338,0
2023-01-25 03:00:00,EQ-012,Valve,4.413,72.79,449.64,1489.8,116.13,44.56,377,0
2023-01-25 05:00:00,EQ-012,Valve,4.894,85.27,415.33,1511.1,120.86,43.73,177,0
2023-01-25 13:00:00,EQ-018,Generator,9.799,109.58,318.37,1019.1,59.14,79.58,1037,1
2023-01-25 16:00:00,EQ-016,Compressor,3.548,66.13,470.99,1490.3,107.01,43.91,225,0
2023-01-25 17:00:00,EQ-004,Generator,3.655,70.91,468.39,1505.7,103.26,42.31,40,0
2023-01-25 23:00:00,EQ-019,Pump,11.01,118.81,227.88,914.8,61.14,68.54,596,1
2023-01-26 19:00:00,EQ-006,Compressor,3.841,75.1,437.17,1524.4,138.04,44.43,494,0
2023-01-27 01:00:00,EQ-015,Pipeline,4.003,68.25,461.02,1465.5,121.36,42.81,109,0
2023-01-27 03:00:00,EQ-017,Pipeline,3.782,72.15,413.59,1513.5,100.88,44.79,435,0
2023-01-27 09:00:00,EQ-019,Pump,3.527,74.84,402.11,1459.4,124.54,44.85,417,0
2023-01-27 19:00:00,EQ-004,Generator,5.232,80.95,454.25,1551.3,131.06,43.31,433,0
2023-01-28 00:00:00,EQ-012,Valve,3.85,75.55,455.8,1529.7,117.26,43.53,207,0
2023-01-28 13:00:00,EQ-020,Pipeline,3.947,75.38,460.78,1454.0,121.69,40.76,445,0
2023-01-28 18:00:00,EQ-003,Valve,2.711,77.52,439.39,1460.4,118.93,41.89,345,0
2023-01-28 23:00:00,EQ-015,Pipeline,3.698,75.44,464.05,1504.8,118.9,43.19,383,0
2023-01-29 10:00:00,EQ-016,Compressor,5.128,84.96,447.38,1471.1,126.97,43.96,379,0
2023-01-29 12:00:00,EQ-004,Generator,4.502,79.58,442.74,1489.2,118.64,42.67,379,0
2023-01-29 12:00:00,EQ-003,Valve,1.234,80.8,407.22,1492.7,133.28,51.63,443,0
2023-01-29 13:00:00,EQ-020,Pipeline,2.53,80.68,443.0,1527.5,141.29,47.07,148,0
2023-01-29 18:00:00,EQ-014,Compressor,3.185,82.35,461.95,1470.7,128.53,43.83,352,0
2023-01-30 02:00:00,EQ-013,Generator,3.814,74.38,446.0,1601.2,111.47,44.96,68,0
2023-01-30 04:00:00,EQ-006,Compressor,3.322,76.41,446.94,1521.7,137.63,43.48,149,0
2023-01-30 11:00:00,EQ-007,Valve,4.491,73.93,439.58,1510.3,106.55,47.47,199,0
2023-01-30 11:00:00,EQ-002,Generator,13.488,97.75,317.26,868.0,81.37,72.6,1008,1
2023-01-30 15:00:00,EQ-012,Valve,2.908,68.33,442.29,1521.7,122.4,48.76,154,0
2023-01-30 15:00:00,EQ-016,Compressor,10.915,111.4,249.59,956.7,79.13,75.11,591,1
2023-01-30 21:00:00,EQ-009,Valve,4.565,75.22,441.7,1373.5,119.63,44.4,56,0
2023-01-30 21:00:00,EQ-016,Compressor,5.087,75.06,457.73,1568.0,118.53,43.03,287,0
2023-01-30 23:00:00,EQ-006,Compressor,17.484,117.82,272.55,980.4,77.6,79.06,689,1
2023-01-30 23:00:00,EQ-002,Generator,3.804,74.05,451.35,1522.3,116.5,42.01,98,0
2023-01-31 01:00:00,EQ-014,Compressor,4.148,71.38,451.08,1506.3,110.44,51.95,259,0
2023-01-31 03:00:00,EQ-013,Generator,2.286,71.14,439.49,1515.6,125.96,43.18,42,0
2023-01-31 06:00:00,EQ-015,Pipeline,4.636,72.15,433.35,1523.6,114.48,46.9,119,0
2023-01-31 06:00:00,EQ-012,Valve,3.233,78.56,460.25,1465.2,114.93,38.09,251,0
2023-01-31 19:00:00,EQ-011,Pipeline,3.943,72.26,488.47,1461.3,103.11,43.59,148,0
2023-01-31 23:00:00,EQ-017,Pipeline,6.553,129.71,303.81,1133.4,87.48,83.88,732,1
2023-02-01 20:00:00,EQ-013,Generator,4.087,67.31,461.3,1534.2,111.2,42.54,275,0
2023-02-02 01:00:00,EQ-008,Valve,4.664,84.0,464.92,1529.7,111.46,46.08,270,0
2023-02-02 04:00:00,EQ-018,Generator,2.931,72.48,463.13,1402.1,109.57,45.64,355,0
2023-02-02 05:00:00,EQ-015,Pipeline,2.845,75.05,470.94,1434.8,112.03,42.16,481,0
2023-02-02 15:00:00,EQ-005,Generator,4.064,72.93,419.49,1623.6,120.37,45.94,86,0
2023-02-02 17:00:00,EQ-006,Compressor,2.268,67.57,460.58,1398.1,121.83,41.46,161,0
2023-02-02 18:00:00,EQ-002,Generator,4.711,76.99,439.18,1553.3,131.51,44.34,354,0
2023-02-02 21:00:00,EQ-004,Generator,4.537,,467.61,1433.6,122.64,48.67,207,0
2023-02-03 01:00:00,EQ-001,Pipeline,3.338,72.41,458.8,1413.2,122.47,50.19,41,0
2023-02-04 02:00:00,EQ-001,Pipeline,3.213,77.25,434.95,1509.7,132.59,47.06,481,0
2023-02-04 02:00:00,EQ-012,Valve,4.3,70.51,455.22,1498.8,118.41,43.54,294,0
2023-02-04 07:00:00,EQ-014,Compressor,,72.73,414.09,1483.5,127.33,41.18,414,0
2023-02-04 09:00:00,EQ-015,Pipeline,4.102,82.03,456.93,1520.3,118.83,43.67,123,0
2023-02-04 11:00:00,EQ-008,Valve,2.8,76.02,437.95,1565.1,113.73,43.51,419,0
2023-02-04 14:00:00,EQ-004,Generator,2.0,80.9,471.04,1504.9,117.73,46.2,137,0
2023-02-04 15:00:00,EQ-004,Generator,3.497,78.79,442.38,1502.9,104.04,42.49,341,0
2023-02-04 21:00:00,EQ-005,Generator,12.563,114.21,326.84,751.7,76.26,74.94,439,1
2023-02-05 01:00:00,EQ-019,Pump,12.65,113.27,358.27,707.3,85.63,68.9,823,1
2023-02-05 02:00:00,EQ-002,Generator,11.829,116.18,224.88,948.5,53.32,65.86,487,1
2023-02-05 05:00:00,EQ-004,Generator,3.054,71.7,436.01,1535.4,122.24,44.41,21,0
2023-02-05 15:00:00,EQ-009,Valve,4.331,75.43,441.28,1503.5,117.06,45.34,394,0
2023-02-06 04:00:00,EQ-008,Valve,4.002,74.76,430.23,1612.0,124.76,44.54,321,0
2023-02-06 13:00:00,EQ-017,Pipeline,3.03,68.09,469.19,1493.1,109.15,44.19,233,0
2023-02-06 19:00:00,EQ-012,Valve,3.168,70.8,434.97,1506.9,118.4,46.58,140,0
2023-02-07 01:00:00,EQ-013,Generator,1.996,82.2,426.98,1477.3,122.89,44.87,456,0
2023-02-07 03:00:00,EQ-006,Compressor,11.802,111.29,296.75,1025.3,70.04,82.0,1086,1
2023-02-07 05:00:00,EQ-019,Pump,3.977,71.83,445.28,1537.2,124.22,45.8,182,0
2023-02-07 20:00:00,EQ-017,Pipeline,3.331,69.58,413.74,1417.8,118.69,51.32,468,0
2023-02-08 00:00:00,EQ-013,Generator,3.124,72.85,445.08,1529.8,133.26,43.04,222,0
2023-02-08 10:00:00,EQ-013,Generator,,78.09,470.89,1526.9,127.13,47.28,325,0
2023-02-08 13:00:00,EQ-019,Pump,12.664,107.44,257.22,866.0,74.92,70.76,433,1
2023-02-08 14:00:00,EQ-015,Pipeline,3.415,73.23,452.37,1457.7,113.93,43.76,135,0
2023-02-09 08:00:00,EQ-008,Valve,3.393,74.46,485.92,1520.0,125.44,46.6,52,0
2023-02-09 12:00:00,EQ-003,Valve,3.911,75.9,457.01,1524.5,126.35,48.33,209,0
2023-02-09 12:00:00,EQ-017,Pipeline,12.257,122.79,276.21,836.6,45.31,79.93,942,1
2023-02-09 15:00:00,EQ-017,Pipeline,4.345,79.83,464.38,1591.0,119.17,46.95,397,0
2023-02-09 18:00:00,EQ-011,Pipeline,2.728,70.73,450.91,1468.5,129.07,45.11,322,0
2023-02-10 07:00:00,EQ-012,Valve,2.701,70.07,433.66,1544.5,122.84,39.19,123,0
2023-02-10 08:00:00,EQ-014,Compressor,3.408,77.83,436.85,1497.6,127.11,54.34,217,0
2023-02-10 08:00:00,EQ-002,Generator,4.082,75.26,464.65,1496.0,120.79,39.01,205,0
2023-02-10 18:00:00,EQ-002,Generator,2.665,78.92,460.54,1416.7,111.74,41.72,83,0
2023-02-10 19:00:00,EQ-008,Valve,2.603,63.33,474.99,1426.4,126.16,48.55,107,0
2023-02-10 21:00:00,EQ-015,Pipeline,14.138,114.18,318.6,1063.4,67.72,73.83,710,1
2023-02-11 02:00:00,EQ-013,Generator,3.755,60.44,429.31,1397.3,135.55,44.48,18,0
2023-02-11 06:00:00,EQ-016,Compressor,4.86,80.36,453.81,1547.1,109.67,46.19,169,0
2023-02-11 13:00:00,EQ-013,Generator,4.959,,420.78,1467.6,131.38,43.23,321,0
2023-02-11 18:00:00,EQ-001,Pipeline,3.871,81.12,453.84,1456.1,135.06,44.21,404,0
2023-02-11 19:00:00,EQ-004,Generator,4.195,84.64,440.32,1502.8,128.0,44.83,171,0
2023-02-12 17:00:00,EQ-020,Pipeline,3.958,78.25,447.64,1442.2,113.18,48.46,403,0
2023-02-12 22:00:00,EQ-017,Pipeline,3.889,65.25,408.99,1537.0,125.07,44.83,227,0
2023-02-12 22:00:00,EQ-013,Generator,3.826,77.75,458.9,1458.7,121.49,46.09,408,0
2023-02-13 17:00:00,EQ-004,Generator,4.569,75.35,438.76,1502.9,127.24,39.68,80,0
2023-02-13 18:00:00,EQ-005,Generator,2.865,77.16,439.99,1507.9,107.86,43.95,415,0
2023-02-13 22:00:00,EQ-020,Pipeline,2.852,77.12,440.52,1499.3,125.46,45.02,259,0
2023-02-14 03:00:00,EQ-010,Generator,4.358,70.73,469.31,1535.2,138.52,43.75,332,0
2023-02-14 06:00:00,EQ-005,Generator,2.651,71.73,434.54,1482.5,122.18,47.73,67,0
2023-02-14 09:00:00,EQ-013,Generator,4.461,72.96,409.24,1449.6,101.29,43.95,22,0
2023-02-14 12:00:00,EQ-013,Generator,2.949,75.69,454.7,1562.1,132.18,48.07,76,0
2023-02-14 18:00:00,EQ-020,Pipeline,4.539,87.99,456.76,1532.3,114.01,43.39,185,0
2023-02-15 05:00:00,EQ-016,Compressor,4.01,72.62,439.34,1532.0,127.15,43.82,48,0
2023-02-15 19:00:00,EQ-019,Pump,2.78,77.96,433.65,1538.8,117.03,43.99,102,0
2023-02-15 20:00:00,EQ-011,Pipeline,3.429,87.9,433.93,1582.0,136.78,43.34,240,0
2023-02-15 22:00:00,EQ-003,Valve,3.325,76.22,444.61,1503.5,121.7,44.89,67,0
2023-02-16 00:00:00,EQ-010,Generator,2.821,75.26,457.42,1555.3,120.08,43.47,116,0
2023-02-16 00:00:00,EQ-019,Pump,4.366,79.98,466.32,1496.3,130.87,47.77,125,0
2023-02-16 03:00:00,EQ-019,Pump,3.982,75.45,446.03,1502.0,110.6,43.84,240,0
2023-02-16 16:00:00,EQ-006,Compressor,4.276,78.6,442.96,1478.7,119.48,50.52,329,0
2023-02-16 20:00:00,EQ-017,Pipeline,1.56,74.85,448.54,1555.6,122.88,42.5,226,0
2023-02-16 21:00:00,EQ-003,Valve,4.463,78.41,459.63,1465.8,113.9,45.41,290,0
2023-02-17 04:00:00,EQ-011,Pipeline,,80.37,,1603.8,131.8,48.43,102,0
2023-02-17 04:00:00,EQ-003,Valve,4.123,73.55,478.22,1479.7,116.39,34.59,115,0
2023-02-17 05:00:00,EQ-015,Pipeline,3.686,77.22,430.79,1440.2,137.1,44.49,15,0
2023-02-17 09:00:00,EQ-016,Compressor,5.066,73.79,469.04,1555.1,115.9,42.76,463,0
2023-02-17 09:00:00,EQ-015,Pipeline,2.599,67.56,458.21,1431.1,115.0,44.82,445,0
2023-02-17 13:00:00,EQ-020,Pipeline,2.491,77.54,431.31,1510.6,131.15,43.0,460,0
2023-02-18 05:00:00,EQ-001,Pipeline,2.881,73.88,456.61,1471.7,121.43,46.73,86,0
2023-02-18 06:00:00,EQ-009,Valve,14.46,112.9,274.05,814.1,84.6,82.37,545,1
2023-02-18 12:00:00,EQ-006,Compressor,3.346,78.06,441.32,1533.2,110.21,45.11,370,0
2023-02-18 14:00:00,EQ-009,Valve,14.841,113.07,269.09,882.9,59.9,93.62,751,1
2023-02-18 16:00:00,EQ-017,Pipeline,3.117,76.8,496.98,1464.2,115.83,44.81,483,0
2023-02-18 17:00:00,EQ-017,Pipeline,3.034,74.14,462.35,1534.9,110.93,48.17,160,0
2023-02-18 22:00:00,EQ-007,Valve,2.268,68.03,441.1,1454.8,119.25,46.46,219,0
2023-02-19 07:00:00,EQ-007,Valve,2.245,73.8,420.81,1546.8,117.58,41.83,287,0
2023-02-19 15:00:00,EQ-004,Generator,4.355,78.02,496.07,1426.0,132.59,48.44,12,0
2023-02-19 23:00:00,EQ-017,Pipeline,11.358,123.98,339.0,1250.0,83.29,84.62,782,1
2023-02-20 02:00:00,EQ-006,Compressor,2.8,73.0,460.19,1562.4,129.66,45.25,419,0
2023-02-20 05:00:00,EQ-019,Pump,9.566,120.89,342.47,863.7,57.54,67.57,1148,1
2023-02-20 08:00:00,EQ-007,Valve,12.406,116.34,364.6,859.7,55.25,83.7,819,1
2023-02-20 11:00:00,EQ-009,Valve,2.945,67.35,445.99,1526.8,130.39,46.59,468,0
2023-02-21 01:00:00,EQ-020,Pipeline,4.028,74.26,450.63,1491.3,130.81,45.01,234,0
2023-02-21 04:00:00,EQ-004,Generator,3.681,77.14,427.54,1483.8,110.36,47.81,48,0
2023-02-21 05:00:00,EQ-019,Pump,11.933,121.49,281.87,1157.8,45.65,88.03,897,1
2023-02-21 10:00:00,EQ-006,Compressor,,76.65,443.91,1512.1,112.86,50.07,223,0
2023-02-21 10:00:00,EQ-019,Pump,3.655,72.21,447.16,1510.6,125.93,45.18,30,0
2023-02-21 11:00:00,EQ-012,Valve,11.26,111.82,339.97,935.6,74.68,86.6,999,1
2023-02-21 18:00:00,EQ-003,Valve,3.231,76.79,444.52,1534.8,127.74,44.3,346,0
2023-02-21 21:00:00,EQ-017,Pipeline,3.108,74.25,437.42,1591.5,125.17,43.5,273,0
2023-02-22 03:00:00,EQ-010,Generator,4.553,79.42,448.47,1556.3,121.92,47.94,15,0
2023-02-22 03:00:00,EQ-009,Valve,2.629,68.6,447.83,1460.0,111.8,41.25,295,0
2023-02-22 04:00:00,EQ-003,Valve,4.289,72.03,454.35,1597.3,,48.86,80,0
2023-02-22 08:00:00,EQ-015,Pipeline,2.939,70.16,478.74,1464.9,118.57,43.2,407,0
2023-02-22 11:00:00,EQ-003,Valve,3.835,76.8,397.91,1473.7,113.02,42.14,202,0
2023-02-23 01:00:00,EQ-003,Valve,3.711,78.63,434.08,1472.0,113.51,43.96,282,0
2023-02-23 11:00:00,EQ-017,Pipeline,2.438,74.92,467.0,1543.8,123.56,45.15,258,0
2023-02-23 12:00:00,EQ-001,Pipeline,3.539,78.61,442.69,1619.4,121.8,44.18,330,0
2023-02-23 19:00:00,EQ-007,Valve,4.13,79.66,437.92,1444.9,99.65,43.91,192,0
2023-02-24 12:00:00,EQ-015,Pipeline,3.458,72.25,453.36,1547.3,125.01,42.36,237,0
2023-02-24 18:00:00,EQ-004,Generator,8.657,119.32,340.79,969.8,94.25,74.46,1058,1
2023-02-25 05:00:00,EQ-009,Valve,9.712,115.73,273.79,929.2,56.71,69.53,1148,1
2023-02-25 06:00:00,EQ-002,Generator,3.501,71.63,478.89,1428.3,113.33,47.68,202,0
2023-02-25 14:00:00,EQ-017,Pipeline,3.249,77.1,439.11,1546.6,120.71,37.35,36,0
2023-02-25 20:00:00,EQ-016,Compressor,4.198,73.42,438.57,1516.6,129.33,44.33,334,0
2023-02-26 01:00:00,EQ-005,Generator,3.745,71.34,432.05,1468.1,116.25,44.85,279,0
2023-02-26 01:00:00,EQ-019,Pump,2.249,74.06,464.93,1507.8,128.0,48.58,5,0
2023-02-26 07:00:00,EQ-017,Pipeline,2.789,74.2,429.72,1516.9,117.68,45.03,332,0
2023-02-26 10:00:00,EQ-006,Compressor,15.567,119.51,370.77,597.6,71.94,88.05,1190,1
2023-02-26 10:00:00,EQ-002,Generator,4.447,69.18,425.92,1511.3,126.29,44.1,311,0
2023-02-26 13:00:00,EQ-018,Generator,16.0,112.93,298.33,647.7,55.64,79.36,981,1
2023-02-26 15:00:00,EQ-004,Generator,2.495,75.84,457.58,1534.8,139.13,38.48,420,0
2023-02-26 15:00:00,EQ-002,Generator,17.627,114.91,284.56,1000.1,82.19,95.92,428,1
2023-02-26 17:00:00,EQ-006,Compressor,,71.46,437.13,1386.9,103.28,44.31,344,0
2023-02-27 01:00:00,EQ-014,Compressor,4.296,79.64,486.94,1505.4,138.5,42.17,201,0
2023-02-27 04:00:00,EQ-002,Generator,12.066,119.65,383.66,959.2,64.82,71.35,416,1
2023-02-27 05:00:00,EQ-016,Compressor,3.757,75.58,457.59,1484.4,120.59,41.32,486,0
