match_id,home_team,away_team,home_form_5g,away_form_5g,home_xg,away_xg,home_xga,away_xga,home_xt,away_xt,home_sot,away_sot,home_attack_strength,away_attack_strength,home_defense_strength,away_defense_strength,match_importance_home,match_importance_away,home_venue_advantage,rest_days_home,rest_days_away,travel_distance_away_km,h2h_home_win_ratio,missing_key_players_home,missing_key_players_away,referee_card_rate,weather_condition,kickoff_time_uk,home_goals,away_goals,result
M0011,Luton Town,Watford,1.11,1.07,0.92,0.98,1.88,1.47,0.27,0.34,3,2,0.75,0.9,0.75,0.76,Medium,High,1,3,3,117,0.26,0,2,3.2,Rainy,16:30,1,1,1
M0012,Brighton,Southampton,2.37,0.84,1.68,0.79,1.51,2.2,0.52,0.31,6,1,1.13,0.75,1.14,0.75,High,Medium,1,3,6,264,0.66,3,4,1.5,Clear,17:30,2,1,2
M0013,Leeds United,Crystal Palace,1.56,2.51,1.26,1.32,1.75,1.53,0.41,0.48,3,4,0.75,0.98,0.75,0.83,High,High,1,4,4,337,0.32,3,0,2.1,Foggy,14:00,1,1,1
M0014,Brighton,Manchester City,2.15,1.96,1.34,1.98,1.66,0.84,0.48,0.69,4,5,0.93,1.4,0.96,1.38,Medium,Medium,1,7,4,479,0.37,4,0,1.5,Foggy,17:30,1,2,0
M0015,Burnley,Luton Town,1.13,1.86,1.32,1.39,1.97,1.46,0.35,0.49,5,5,0.84,1.0,0.75,1.06,Medium,High,1,5,6,544,0.39,3,4,3.4,Overcast,16:30,1,2,0
M0016,Southampton,Liverpool,1.21,3.0,0.69,1.61,2.2,1.03,0.25,0.51,2,5,0.75,1.4,0.75,1.38,Medium,Low,1,3,4,462,0.42,1,1,3.4,Rainy,12:30,1,2,0
M0017,West Ham,Leicester City,2.26,1.48,1.71,1.23,1.0,1.5,0.64,0.32,5,4,1.3,0.89,1.22,0.79,High,High,1,6,5,377,0.56,1,2,3.1,Foggy,17:30,2,1,2
M0018,Watford,Everton,1.3,1.56,1.36,1.28,1.38,1.9,0.42,0.45,4,5,0.79,0.75,0.75,0.75,Medium,High,1,6,5,259,0.41,4,3,2.8,Overcast,14:00,1,0,2
M0019,Middlesbrough,Luton Town,1.34,1.36,1.1,1.23,1.97,2.05,0.43,0.38,4,5,0.88,0.75,0.75,0.75,Low,Medium,1,6,6,318,0.72,3,2,3.0,Clear,19:45,1,1,1
M0020,Liverpool,Crystal Palace,2.13,1.9,1.92,1.52,1.2,1.83,0.62,0.53,6,5,1.32,0.89,1.3,0.92,Medium,Medium,1,6,5,584,0.39,2,2,2.6,Foggy,17:30,2,2,1
M0021,Watford,West Ham,1.72,1.92,1.45,1.79,1.82,1.27,0.49,0.56,5,6,0.99,1.05,0.82,0.96,Medium,Low,1,4,5,177,0.3,3,0,1.5,Overcast,15:00,3,3,1
M0022,Chelsea,Everton,2.2,2.29,1.55,1.29,1.4,1.24,0.57,0.36,6,4,0.96,1.06,0.9,0.95,Low,Low,1,4,5,193,0.64,0,3,3.2,Windy,15:00,2,3,0
M0023,Aston Villa,Manchester City,1.28,2.07,1.15,2.13,1.15,0.62,0.32,0.63,4,7,0.91,1.4,0.86,1.38,High,High,1,7,4,274,0.49,2,3,1.7,Overcast,14:00,1,2,0
M0024,Stoke City,Bournemouth,1.83,1.08,1.35,0.88,1.35,1.91,0.36,0.26,4,3,0.97,0.75,0.82,0.75,High,Medium,1,3,6,266,0.54,1,1,1.5,Overcast,12:30,2,1,2
M0025,Bournemouth,Leicester City,1.48,2.29,1.2,1.6,1.43,1.33,0.37,0.46,3,4,0.86,1.13,0.78,1.01,Medium,Medium,1,5,3,345,0.4,4,2,3.0,Clear,20:00,1,2,0
M0026,Southampton,Brighton,1.37,1.42,1.3,1.27,1.13,1.85,0.46,0.3,3,4,1.11,0.86,1.06,0.95,Low,High,1,3,6,572,0.57,4,1,3.0,Clear,17:30,2,1,2
M0027,Crystal Palace,Arsenal,1.87,2.32,1.44,1.74,1.48,1.1,0.51,0.48,5,7,0.97,1.33,0.88,1.26,High,High,1,6,7,351,0.59,0,3,1.8,Clear,19:45,1,1,1
M0028,Fulham,Leeds United,1.72,1.96,1.99,0.97,1.24,2.2,0.59,0.34,6,2,1.12,0.75,1.1,0.75,Medium,High,1,4,6,328,0.27,2,0,3.3,Overcast,15:00,2,0,2
M0029,Watford,Tottenham,1.81,2.12,1.62,1.41,1.72,1.47,0.51,0.46,6,4,0.96,0.89,0.99,0.92,Medium,Low,1,5,7,387,0.32,0,3,1.5,Clear,19:45,2,1,2
M0030,Luton Town,Liverpool,1.09,1.84,1.58,1.74,2.06,1.46,0.5,0.57,6,4,0.75,1.13,0.75,1.2,High,High,1,4,4,209,0.69,0,0,2.8,Windy,17:30,1,1,1
M0031,Burnley,Newcastle,1.44,1.49,1.33,1.61,1.48,1.43,0.4,0.63,4,5,0.9,1.13,0.82,1.04,High,High,1,6,6,597,0.37,0,3,1.3,Overcast,20:00,1,1,1
M0032,Nottingham Forest,Stoke City,1.88,1.45,1.68,0.86,1.04,1.9,0.54,0.19,4,2,1.04,0.78,0.97,0.75,High,High,1,4,3,532,0.31,2,4,3.2,Rainy,17:30,1,0,2
M0033,Brentford,Chelsea,2.13,3.0,0.95,2.6,1.66,0.9,0.38,0.77,2,8,0.78,1.4,0.75,1.38,High,Medium,1,5,7,227,0.34,3,3,2.4,Clear,17:30,1,2,0
M0034,Sheffield Utd,Wolverhampton,0.98,2.36,1.01,1.58,2.2,1.4,0.34,0.49,3,4,0.75,1.06,0.75,1.07,Medium,High,1,7,5,99,0.69,3,3,2.5,Foggy,17:30,0,2,0
M0035,Bournemouth,Chelsea,1.93,1.83,2.13,1.65,0.96,1.62,0.68,0.49,7,6,1.09,1.03,1.03,0.94,Low,Low,1,4,5,286,0.65,4,1,1.5,Overcast,19:45,3,1,2
M0036,West Ham,Watford,1.75,1.71,1.77,0.83,1.18,1.88,0.56,0.21,4,2,1.3,0.75,1.28,0.75,High,Medium,1,5,6,223,0.34,4,0,1.8,Foggy,17:30,3,1,2
M0037,Arsenal,Sheffield Utd,2.16,1.61,1.86,1.54,1.43,1.62,0.61,0.47,6,6,1.23,1.02,1.19,0.88,Low,Medium,1,7,5,488,0.64,2,2,2.0,Windy,12:30,1,2,0
M0038,Fulham,Sheffield Utd,0.43,1.49,1.27,0.87,2.02,1.36,0.41,0.23,3,3,0.75,0.99,0.77,0.75,High,Medium,1,4,6,416,0.72,4,1,1.2,Clear,19:45,1,2,0
M0039,West Ham,Crystal Palace,2.01,1.5,1.53,1.11,1.59,1.41,0.47,0.36,5,3,0.96,0.92,0.89,0.95,Low,High,1,4,4,333,0.26,3,0,2.0,Overcast,17:30,0,0,1
M0040,Manchester City,West Ham,1.53,1.94,2.17,1.74,1.09,1.13,0.67,0.48,6,4,1.31,1.38,1.15,1.17,High,High,1,5,5,137,0.68,2,3,2.8,Rainy,20:00,0,1,0
M0041,West Ham,Wolverhampton,1.93,2.05,1.79,0.95,0.93,1.8,0.52,0.31,6,2,1.2,0.83,1.03,0.78,High,Medium,1,4,4,43,0.54,2,4,3.4,Overcast,15:00,1,0,2
M0042,Brentford,Middlesbrough,1.43,1.19,1.19,1.66,1.89,1.57,0.42,0.49,4,5,0.81,1.08,0.79,0.89,Medium,Low,1,7,7,269,0.43,2,4,2.7,Windy,19:45,1,2,0
M0043,Aston Villa,Fulham,2.48,1.48,1.8,1.07,1.16,1.32,0.61,0.37,6,3,1.09,1.0,1.07,0.88,Medium,Medium,1,5,4,146,0.58,1,3,1.4,Clear,15:00,0,0,1
M0044,Manchester City,Liverpool,2.84,2.19,2.43,1.47,1.01,1.46,0.73,0.46,8,3,1.4,1.2,1.34,1.0,Medium,Low,1,4,5,82,0.61,2,0,2.5,Rainy,14:00,1,1,1
M0045,Fulham,Liverpool,1.76,2.87,1.08,2.32,1.63,1.0,0.35,0.7,4,6,1.08,1.4,0.94,1.38,High,Medium,1,6,5,248,0.56,1,3,2.6,Windy,14:00,1,4,0
M0046,Arsenal,Southampton,2.92,1.35,2.2,0.77,0.86,1.87,0.61,0.21,8,3,1.4,0.75,1.38,0.75,High,Low,1,7,6,506,0.66,3,0,1.4,Foggy,17:30,2,1,2
M0047,Arsenal,Leeds United,2.32,1.58,1.38,1.66,1.26,1.38,0.52,0.5,5,6,1.09,1.02,1.02,1.08,High,High,1,3,3,162,0.34,0,1,1.4,Overcast,12:30,1,2,0
M0048,Chelsea,Nottingham Forest,2.5,1.85,1.73,1.32,1.36,1.77,0.55,0.41,6,4,1.19,0.89,1.26,0.92,Medium,High,1,7,3,40,0.31,4,2,1.9,Overcast,15:00,2,2,1
M0049,Everton,Stoke City,0.72,2.2,1.44,1.74,1.45,1.56,0.41,0.58,5,6,0.79,0.95,0.86,0.81,High,Medium,1,3,7,146,0.52,1,2,2.0,Overcast,15:00,0,2,0
M0050,Liverpool,Aston Villa,1.17,2.47,1.21,1.8,1.21,1.49,0.35,0.55,3,6,1.01,1.32,1.13,1.35,High,Low,1,5,6,381,0.58,2,3,2.6,Foggy,14:00,0,1,0
M0051,Tottenham,Leeds United,2.58,1.61,1.54,1.32,0.92,1.8,0.44,0.46,3,4,1.28,0.76,1.14,0.82,Low,High,1,3,4,306,0.28,4,1,2.7,Rainy,12:30,1,1,1
M0052,Wolverhampton,Burnley,1.36,2.04,1.24,1.31,2.07,1.27,0.42,0.52,3,4,0.77,0.9,0.75,1.08,Medium,Low,1,7,7,233,0.29,4,4,1.5,Rainy,12:30,0,2,0
M0053,Manchester City,Watford,2.82,1.24,2.39,0.94,0.73,2.15,0.73,0.28,6,3,1.4,0.75,1.38,0.75,Low,High,1,4,4,265,0.38,3,0,3.0,Clear,14:00,3,0,2
M0054,Burnley,Aston Villa,1.06,1.37,1.41,1.14,1.39,1.42,0.45,0.28,4,4,0.96,0.85,0.87,0.86,Low,Medium,1,7,4,488,0.57,0,3,3.5,Rainy,15:00,3,1,2
M0055,Wolverhampton,Middlesbrough,1.95,1.08,1.07,0.96,1.19,1.96,0.38,0.34,4,2,1.02,0.75,0.98,0.75,High,High,1,6,6,75,0.49,4,0,2.8,Foggy,16:30,2,1,2
M0056,Luton Town,Liverpool,2.1,2.37,1.36,1.67,1.14,1.31,0.42,0.51,3,5,0.9,1.21,0.83,1.25,High,High,1,3,5,127,0.67,4,0,1.7,Foggy,19:45,2,2,1
M0057,Everton,Fulham,1.82,1.22,1.79,1.35,1.52,1.65,0.61,0.45,5,3,1.05,0.75,1.08,0.92,High,High,1,4,6,40,0.75,1,1,1.8,Clear,15:00,2,0,2
M0058,Fulham,Bournemouth,1.54,0.59,1.31,0.71,1.59,1.46,0.45,0.34,3,3,1.02,0.91,0.83,0.94,Medium,Medium,1,3,6,243,0.7,1,0,1.6,Rainy,16:30,1,1,1
M0059,Leeds United,Sheffield Utd,1.89,1.4,1.2,1.07,1.61,1.93,0.38,0.39,2,4,0.91,0.79,0.88,0.75,Medium,Medium,1,5,5,506,0.68,4,0,1.2,Rainy,20:00,1,1,1
M0060,Manchester City,Liverpool,2.58,2.66,2.02,1.76,1.05,1.21,0.62,0.56,6,6,1.17,1.28,1.18,1.07,High,High,1,4,3,297,0.36,0,4,1.3,Overcast,17:30,2,2,1
M0061,Crystal Palace,Luton Town,1.7,1.3,1.53,0.97,1.67,1.56,0.45,0.33,5,2,0.89,0.92,0.9,0.76,Low,Low,1,6,3,469,0.47,4,4,1.7,Rainy,16:30,0,0,1
M0062,Arsenal,Fulham,3.0,1.75,2.42,1.37,0.83,1.75,0.68,0.37,7,2,1.4,0.75,1.38,0.83,High,High,1,6,7,580,0.68,0,2,3.0,Windy,20:00,3,1,2
M0063,West Ham,Leicester City,1.64,2.22,1.42,1.02,1.26,1.69,0.52,0.29,5,2,0.98,0.8,0.88,0.78,High,Medium,1,5,3,412,0.28,3,2,2.7,Foggy,17:30,0,0,1
M0064,Manchester City,Southampton,2.39,1.45,2.32,0.7,1.19,2.06,0.85,0.18,7,3,1.4,0.75,1.38,0.75,Low,Low,1,4,6,463,0.43,4,1,1.9,Foggy,16:30,4,0,2
M0065,Aston Villa,Brighton,1.91,2.28,1.55,1.72,1.71,0.97,0.57,0.47,5,6,0.8,1.32,0.8,1.29,Low,Medium,1,7,7,565,0.64,0,3,1.5,Foggy,19:45,0,1,0
M0066,Leicester City,Aston Villa,1.76,1.7,1.78,1.28,1.32,1.33,0.51,0.42,5,4,1.07,0.83,0.99,0.86,Medium,Low,1,7,6,67,0.45,3,1,3.5,Windy,17:30,2,0,2
M0067,Southampton,Nottingham Forest,1.86,0.65,1.34,1.03,1.63,1.85,0.36,0.23,4,2,0.94,0.75,0.87,0.75,High,Medium,1,5,7,368,0.43,3,3,1.3,Windy,15:00,2,1,2
M0068,Burnley,Leicester City,1.44,0.52,0.91,1.31,1.69,1.53,0.2,0.39,3,4,0.82,0.98,0.87,0.87,Low,High,1,7,4,270,0.32,3,1,3.3,Foggy,20:00,1,1,1
M0069,Manchester City,Watford,2.77,1.3,2.3,0.99,0.75,2.2,0.82,0.38,6,4,1.4,0.75,1.38,0.75,High,Low,1,7,5,80,0.52,2,1,3.3,Overcast,20:00,1,0,2
M0070,Fulham,Middlesbrough,2.72,1.6,1.58,0.98,1.3,1.91,0.56,0.37,5,3,1.13,0.8,1.1,0.75,High,Medium,1,4,3,127,0.73,4,0,3.2,Clear,14:00,2,1,2
M0071,Luton Town,Middlesbrough,1.17,1.11,1.17,1.15,1.61,1.73,0.38,0.35,4,2,0.85,0.78,0.84,0.88,Medium,Low,1,3,6,220,0.7,2,0,2.8,Windy,15:00,1,1,1
M0072,Brighton,Nottingham Forest,2.21,1.02,1.74,1.45,1.19,1.46,0.49,0.46,6,5,1.19,0.96,1.11,0.94,High,Medium,1,7,3,215,0.34,1,0,2.7,Foggy,20:00,2,2,1
M0073,Middlesbrough,Newcastle,1.42,1.99,1.5,1.46,1.95,1.17,0.4,0.46,4,6,0.96,1.08,0.75,0.95,Medium,High,1,3,7,123,0.56,3,2,1.9,Clear,19:45,1,1,1
M0074,Newcastle,Leicester City,2.18,1.69,1.4,1.26,1.51,1.44,0.46,0.38,4,3,1.05,0.87,0.95,0.77,Medium,High,1,7,3,277,0.7,2,1,2.9,Foggy,14:00,0,0,1
M0075,Watford,Brentford,1.29,2.18,1.48,1.45,1.67,1.16,0.56,0.47,5,4,0.75,1.05,0.78,1.1,Medium,Medium,1,5,6,373,0.43,4,3,2.1,Rainy,15:00,1,1,1
M0076,Arsenal,Crystal Palace,2.28,1.76,1.84,1.05,1.11,1.23,0.5,0.18,5,4,1.09,1.08,1.17,1.01,Medium,High,1,3,5,32,0.44,1,0,2.7,Overcast,15:00,2,2,1
M0077,Southampton,Manchester City,1.77,1.98,1.19,1.78,1.68,1.1,0.39,0.57,4,5,0.9,1.35,0.85,1.28,High,High,1,6,5,508,0.6,2,1,3.2,Foggy,20:00,2,2,1
M0078,Chelsea,Leicester City,2.34,1.01,1.96,0.81,1.12,1.86,0.61,0.19,6,2,1.4,0.75,1.28,0.75,High,Medium,1,7,3,528,0.45,1,2,3.2,Rainy,15:00,2,1,2
M0079,Leicester City,Crystal Palace,1.81,0.88,1.61,0.96,1.36,2.01,0.51,0.31,5,4,0.96,0.78,1.0,0.75,Medium,High,1,6,3,76,0.56,3,4,1.9,Rainy,15:00,2,1,2
M0080,Stoke City,Southampton,1.25,1.63,0.85,0.99,1.78,2.2,0.29,0.31,3,5,0.75,0.81,0.77,0.84,High,High,1,4,4,533,0.59,1,0,2.0,Rainy,12:30,1,1,1
M0081,Manchester City,Fulham,2.89,1.56,2.24,0.87,0.57,1.67,0.68,0.32,6,2,1.4,0.75,1.38,0.88,Medium,High,1,5,4,407,0.45,4,4,2.1,Foggy,20:00,1,0,2
M0082,Everton,Arsenal,2.52,1.93,1.99,1.67,1.37,1.0,0.62,0.47,7,4,1.36,1.1,1.23,1.04,Medium,Medium,1,4,3,464,0.45,3,0,1.2,Foggy,19:45,3,0,2
M0083,Aston Villa,Newcastle,1.92,2.35,1.75,1.14,1.13,1.55,0.47,0.4,5,4,1.28,0.93,1.14,0.89,High,High,1,3,7,395,0.37,3,3,2.6,Overcast,16:30,1,0,2
M0084,Wolverhampton,Arsenal,2.08,1.86,1.32,1.62,1.19,1.42,0.33,0.42,5,5,1.09,1.09,1.06,1.02,Medium,Low,1,5,3,482,0.25,4,2,2.2,Windy,17:30,2,1,2
M0085,Crystal Palace,Everton,1.65,2.12,1.09,1.56,1.8,1.34,0.36,0.54,4,5,0.81,0.93,0.78,1.08,Medium,Low,1,4,3,168,0.68,3,1,3.3,Windy,12:30,1,2,0
M0086,Brighton,Watford,2.16,1.29,2.11,0.81,0.9,2.2,0.64,0.25,6,2,1.27,0.75,1.07,0.75,High,Medium,1,5,3,430,0.34,1,0,1.8,Clear,20:00,3,2,2
M0087,Leeds United,Wolverhampton,1.49,1.67,1.4,1.54,1.75,1.75,0.41,0.43,5,5,0.81,0.97,0.81,0.87,Medium,Medium,1,3,3,189,0.69,0,1,1.4,Rainy,15:00,2,2,1
M0088,Stoke City,Everton,1.31,2.27,1.28,1.34,1.42,1.86,0.39,0.4,5,4,1.05,0.76,1.02,0.84,High,Medium,1,5,4,182,0.39,3,3,2.0,Overcast,16:30,1,0,2
M0089,Brentford,Everton,1.92,1.92,1.21,1.3,1.63,1.55,0.35,0.35,4,3,0.84,0.93,0.75,0.93,Medium,High,1,7,6,434,0.37,3,3,1.7,Clear,17:30,0,1,0
M0090,Leeds United,Everton,1.92,1.2,1.29,1.02,1.3,1.67,0.4,0.35,4,3,0.99,0.75,0.97,0.81,High,High,1,4,3,502,0.56,2,3,1.2,Rainy,15:00,2,1,2
M0091,Fulham,Aston Villa,1.85,2.23,0.97,2.07,1.61,1.0,0.29,0.71,4,5,0.96,1.4,0.75,1.37,High,High,1,4,3,535,0.5,2,3,1.5,Windy,15:00,0,1,0
M0092,Brentford,Burnley,1.84,1.47,1.7,0.85,1.09,2.2,0.59,0.19,5,2,1.25,0.75,1.23,0.75,Medium,Low,1,4,6,592,0.54,4,2,1.4,Foggy,20:00,1,0,2
M0093,Wolverhampton,Aston Villa,1.79,1.75,1.21,1.93,1.53,0.76,0.33,0.64,4,6,0.76,1.4,0.92,1.32,Low,High,1,5,4,376,0.35,3,0,1.7,Windy,20:00,0,2,0
M0094,Wolverhampton,Fulham,1.48,1.94,0.71,1.32,1.35,1.51,0.26,0.37,3,6,0.78,1.19,0.81,1.03,Medium,Medium,1,3,4,457,0.69,1,0,3.5,Windy,14:00,0,1,0
M0095,Tottenham,Liverpool,2.59,2.41,1.26,1.73,1.24,1.34,0.48,0.55,5,6,1.03,1.32,0.98,1.21,High,Low,1,5,7,555,0.62,1,4,3.5,Foggy,16:30,1,1,1
M0096,Crystal Palace,Aston Villa,1.13,2.95,1.08,2.07,1.82,1.15,0.4,0.6,3,7,0.76,1.28,0.76,1.21,Medium,Medium,1,7,7,209,0.28,1,0,1.5,Foggy,14:00,1,3,0
M0097,Leeds United,Brentford,0.95,2.56,0.92,1.77,2.14,1.24,0.29,0.5,3,5,0.75,1.32,0.75,1.07,Medium,Medium,1,7,7,594,0.6,0,3,2.3,Clear,12:30,0,2,0
M0098,Luton Town,Arsenal,1.26,2.24,1.2,1.81,1.74,1.38,0.38,0.56,3,6,0.84,1.34,0.78,1.23,High,High,1,7,6,72,0.62,3,0,2.7,Windy,15:00,1,1,1
M0099,Newcastle,Brighton,1.86,2.76,1.23,2.3,1.56,0.76,0.39,0.74,3,7,0.92,1.34,0.91,1.28,Medium,High,1,3,6,423,0.26,0,0,1.5,Clear,16:30,2,3,0
M0100,Luton Town,Bournemouth,1.71,1.51,1.52,1.08,1.55,1.55,0.58,0.29,5,3,0.99,0.85,0.75,0.75,Medium,High,1,3,3,515,0.58,1,0,2.2,Windy,17:30,2,2,1
M0101,Bournemouth,Everton,1.44,1.53,1.76,1.26,1.58,1.64,0.58,0.46,5,3,0.96,0.85,1.02,0.81,Medium,High,1,7,4,237,0.74,2,2,2.2,Clear,16:30,1,1,1
M0102,Leicester City,Leeds United,1.7,1.82,1.64,0.85,1.44,1.9,0.52,0.19,6,4,1.06,0.75,0.98,0.75,Medium,Medium,1,6,3,224,0.4,4,1,1.8,Windy,19:45,2,0,2
M0103,Fulham,Nottingham Forest,2.54,1.6,1.73,1.11,1.14,1.61,0.53,0.38,5,3,1.2,0.75,1.12,0.75,High,Medium,1,6,4,238,0.72,3,4,2.8,Clear,17:30,2,0,2
M0104,Middlesbrough,Arsenal,2.35,2.8,0.97,1.94,1.73,0.87,0.34,0.59,3,6,0.94,1.3,0.93,1.24,High,High,1,6,4,315,0.64,3,1,3.3,Clear,19:45,1,1,1
M0105,Bournemouth,Liverpool,1.09,2.1,1.14,1.73,1.6,1.28,0.32,0.51,3,5,0.82,1.25,0.81,1.1,Medium,High,1,6,7,85,0.41,3,0,2.5,Clear,14:00,1,1,1
M0106,Leeds United,Bournemouth,2.31,1.65,1.35,1.17,0.95,1.65,0.4,0.39,4,3,0.94,0.87,0.91,0.84,Medium,Medium,1,7,7,567,0.48,3,2,1.9,Rainy,19:45,1,0,2
M0107,Manchester City,Southampton,2.27,1.92,2.04,1.09,0.78,1.83,0.61,0.35,7,4,1.4,0.76,1.38,0.75,Medium,Medium,1,7,6,174,0.67,1,4,2.0,Clear,15:00,2,0,2
M0108,Fulham,Stoke City,1.83,1.65,1.48,1.09,1.96,1.65,0.44,0.35,4,4,0.78,0.95,0.79,0.98,High,Low,1,6,6,175,0.54,2,3,2.1,Clear,20:00,0,2,0
M0109,Stoke City,Leicester City,1.09,2.25,1.06,1.6,2.01,1.24,0.25,0.4,3,5,0.75,1.09,0.83,1.02,High,High,1,5,7,407,0.41,4,2,2.9,Windy,19:45,0,4,0
M0110,Brentford,Arsenal,2.14,3.0,1.3,2.14,1.83,0.72,0.4,0.71,3,6,0.97,1.4,0.78,1.38,Medium,High,1,6,5,338,0.3,1,2,1.7,Overcast,17:30,0,1,0
M0111,Sheffield Utd,Stoke City,1.22,1.05,0.63,1.49,2.09,1.63,0.18,0.41,2,6,0.75,0.95,0.75,0.92,High,High,1,5,4,478,0.61,1,0,1.5,Windy,15:00,0,2,0
M0112,Brighton,Sheffield Utd,1.78,1.65,1.08,1.32,1.81,1.56,0.37,0.31,3,5,0.81,1.0,0.99,0.95,High,Low,1,4,5,99,0.53,0,1,1.9,Overcast,20:00,1,2,0
M0113,Brentford,Manchester City,2.02,2.36,1.39,1.85,1.1,1.02,0.42,0.59,5,6,1.06,1.26,0.9,1.28,High,Low,1,4,4,235,0.32,1,4,3.0,Clear,15:00,2,2,1
M0114,Bournemouth,Watford,1.98,1.82,1.22,1.02,1.31,1.56,0.33,0.31,3,3,0.88,0.94,0.92,0.99,Medium,Medium,1,3,6,54,0.5,2,4,2.3,Windy,16:30,1,1,1
M0115,Watford,Arsenal,1.03,1.97,1.12,1.8,1.66,0.97,0.33,0.56,5,6,0.91,1.4,0.81,1.29,Medium,Medium,1,3,7,127,0.5,3,0,2.6,Clear,17:30,1,3,0
M0116,Stoke City,Southampton,2.41,1.11,0.77,0.98,1.93,1.73,0.35,0.32,2,3,0.9,0.87,0.78,0.84,High,Low,1,5,4,237,0.42,3,0,2.3,Clear,17:30,1,1,1
M0117,Burnley,Sheffield Utd,1.33,1.58,1.0,1.35,2.06,1.48,0.28,0.48,5,3,0.75,1.03,0.75,0.85,High,Low,1,4,6,395,0.7,1,3,2.8,Rainy,14:00,0,1,0
M0118,Bournemouth,Middlesbrough,1.6,1.61,1.35,1.29,1.57,1.63,0.34,0.37,5,3,0.75,0.88,0.82,0.89,Medium,Medium,1,3,5,272,0.49,4,1,1.4,Windy,19:45,0,0,1
M0119,Luton Town,Wolverhampton,2.09,1.54,1.29,0.91,1.61,1.58,0.42,0.28,4,4,0.95,1.06,0.81,0.76,Medium,Low,1,3,3,563,0.58,3,2,1.4,Rainy,15:00,1,0,2
M0120,Aston Villa,Manchester City,2.2,2.49,1.9,1.76,1.24,1.14,0.53,0.55,5,6,1.4,1.09,1.22,0.9,Medium,Low,1,4,6,484,0.41,0,0,3.0,Foggy,17:30,2,1,2
M0121,Leeds United,Everton,0.99,1.97,1.28,0.98,1.33,1.04,0.4,0.2,5,4,0.92,1.03,0.96,1.01,High,High,1,4,4,555,0.55,2,1,2.9,Windy,12:30,1,1,1
M0122,Nottingham Forest,Brentford,1.3,2.37,0.83,1.68,1.85,0.96,0.22,0.47,2,6,0.99,1.35,0.75,1.09,High,Medium,1,5,4,183,0.51,1,0,3.1,Foggy,17:30,0,1,0
M0123,Wolverhampton,Brentford,1.82,1.9,1.4,1.18,1.72,1.41,0.46,0.42,5,3,0.79,0.96,0.84,0.9,Low,High,1,5,7,329,0.34,0,2,3.2,Clear,17:30,1,1,1
M0124,Liverpool,Newcastle,2.27,2.11,1.81,1.17,0.9,1.12,0.54,0.37,5,2,1.13,1.08,1.2,1.04,Medium,High,1,4,6,226,0.42,0,0,3.1,Rainy,17:30,2,2,1
M0125,Watford,Luton Town,1.19,1.72,1.14,1.19,2.1,1.72,0.41,0.32,4,4,0.87,0.96,0.75,0.91,Medium,Low,1,4,3,596,0.65,3,1,1.9,Windy,20:00,0,2,0
