CustomerID,Age,Gender,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
4697f3b3-f947-4d70-a1d0-b00a44afa722,22,Male,5,70122.86251,1,1,1,108351.8363,1
179f393d-b64b-4868-8903-66a3a28fbeb2,41,Male,0,116796.7948,1,1,1,73307.26378,1
cfe03cfa-14ea-45e0-a461-0ef8cc139faf,43,Female,0,120596.7865,3,0,0,144007.1733,1
fb80344f-de25-4dd5-9f28-2c6d0376f020,50,Male,7,129507.7029,2,0,0,46981.11892,1
e4faf970-a382-4f80-bc50-55ff40500219,28,Female,0,175608.7274,3,0,0,50247.8904,0
ff166f5c-1d80-40cb-888d-e0a9a05e095f,43,Female,6,240506.8326,1,1,1,149662.9987,1
d606dff1-2add-4973-893d-607acea370f4,26,Male,4,38802.00998,3,0,0,10852.77091,0
51f92229-aa47-4912-9dc1-4529f95e75ca,44,Female,1,83100.34426,3,1,1,37770.20912,1
1b9aa87a-3868-4b27-9135-b72a24eb27ef,27,Female,1,19592.53302,1,0,1,22010.78338,0
50457310-f295-4468-a57d-5cc958edd9d5,58,Female,7,112517.2092,3,0,0,113067.438,0
8c6ca0c7-3ec2-426a-8054-b7c76df82605,24,Female,0,61818.05811,1,1,1,92582.59047,1
3528d122-9b13-4343-b02b-5f09aa1f5b4d,39,Female,4,178379.8883,3,0,1,13816.03901,0
a8131701-5efd-49e4-9b08-6ef5d627f099,24,Male,3,39388.53564,2,1,0,54947.66939,0
bfb50d11-2a49-4624-b3c0-23881128b095,40,Male,8,121472.4928,1,0,0,18076.90943,0
078f12bf-6b05-4986-840f-f690184f7b26,20,Female,2,51994.40537,2,0,0,36207.13239,0
f15d23bc-3308-419a-b926-bddd152d08c6,24,Male,7,26905.37494,3,1,0,104577.2103,0
a0f7d90c-74b9-42a9-8998-4516c2dc5f88,43,Female,3,131935.0828,2,0,0,40555.10325,0
f60a68ab-7d08-4abf-b484-b615a45abed4,52,Female,5,86981.398,1,0,1,137017.6889,0
e1db3533-dba9-4ad0-82f9-adc2a4cd5623,28,Male,7,160274.3612,3,1,1,62684.94488,0
740e57ec-a5f1-4554-b7ff-0add7c8e4fb0,41,Male,8,7020.156318,3,1,1,19531.00502,1
0d20737e-599d-4f95-b60c-76965ba46ea1,39,Female,5,57567.4055,2,1,1,53580.47429,0
8811da5b-8619-4d28-aa4b-de9c7f9e0ee9,28,Male,9,41055.32866,2,0,0,141480.8267,0
7283e07f-f98f-4f4e-8b28-1ece34ecac9e,26,Male,7,208437.5087,2,1,0,140625.0979,0
91cc69a3-b103-40d5-80e6-fe96b27f4fa0,24,Male,1,121653.8371,3,1,0,141542.6806,0
54f3e26e-e5a2-41cb-8361-9c69ee65b690,63,Female,6,128454.8732,1,1,0,59368.53855,0
dbe9b211-60bc-40a6-8fdc-4f99eb21fc00,23,Female,6,231752.1438,1,1,0,136009.9494,1
d2557fbc-4f4c-4937-bcaf-e0612f7597bc,52,Male,2,72255.49024,1,0,0,136181.2129,0
c39a9578-3a72-488e-9745-60c98d14aa02,32,Male,0,200796.3022,2,1,0,105026.1943,1
37224085-5ab6-4804-95f7-74c56f2194e9,50,Female,1,177769.0591,3,0,0,42275.68324,0
114a02d4-7996-4963-8673-2c273e3c52f2,22,Female,7,48911.81702,2,1,1,93017.08092,0
6d6f8b47-626f-416b-84db-374aba5ec498,65,Male,8,145982.887,2,1,0,148312.9113,0
e27edd58-8c1f-4a0c-b66f-93393e8a01c1,58,Female,0,102200.6175,2,0,1,33024.26306,0
a2226321-1089-4fd0-91b6-4e435044686f,43,Male,1,213531.3521,2,1,1,34329.02699,0
6ddfe578-68b7-4e37-8875-e8d7016a997b,19,Female,6,17685.02836,3,0,0,112411.4919,0
6ac99401-e7c9-47f9-991a-33bd748bcf47,40,Male,3,224814.8431,3,1,1,136876.2314,0
f64529b7-934e-4089-99f6-504d46a49a38,34,Male,5,103696.2071,2,1,1,62509.7419,0
3119be68-9272-4c67-8314-8be3d1d4bc24,30,Male,3,119691.5021,3,1,0,55786.44441,0
0cbb9ecb-4a3e-4b93-ac14-cdbb005503d5,29,Female,9,137555.8062,2,0,0,10139.87071,0
12c586a5-06cc-4dce-b7eb-c8c6ed288b1d,48,Female,3,240531.9637,2,1,0,14879.33999,1
93c8fcdc-b83a-44a0-9ace-2f96e87f2414,44,Female,2,6071.036151,3,0,1,37454.89846,0
fbb9623d-edbd-45a8-8003-553e1c30a442,26,Female,9,170805.4278,3,1,0,147008.1863,0
62f2d1af-986c-4df4-99f0-706e5ce0b6e1,58,Male,1,99532.32115,3,0,1,103826.2326,0
8f48b487-b076-4f78-8d55-75127bb4896a,34,Female,7,37911.54747,3,0,0,58165.09803,0
f721e56d-d0a9-47b0-8446-5eefc9e08a75,55,Female,0,48133.862,3,1,1,101672.7541,0
5dab3e09-e5b2-448c-badc-3339a8e2236b,50,Male,4,63721.79984,1,1,0,103640.8653,0
b00e973a-4b94-4526-bd3c-89610d356afb,33,Female,5,21597.03957,1,0,1,92082.33488,0
39c42ae6-a394-4fe9-a219-7ca8887d5019,52,Male,6,169277.5215,1,1,0,145368.7894,0
e9e0a666-a14c-4393-91e7-b6d3429255ee,55,Male,6,209766.6288,1,1,0,22323.33698,0
809aa634-5c93-4cee-adc5-334caad34c9c,41,Male,8,49288.71719,1,0,1,31866.28153,0
3721adca-1284-4aaa-854c-91bedbc37299,34,Female,9,12821.99686,3,1,1,72570.50715,0
61eb73c6-b732-44b1-8435-474c87d2b6cb,48,Male,6,142256.0968,1,0,0,132885.3231,0
e5b53e94-34fd-4a05-be25-3105756351e9,64,Male,5,207226.7377,1,1,0,69329.30301,0
ff3b3572-5049-44ef-9a74-ec64a20ca2a8,52,Male,8,58544.6917,1,0,1,22507.68815,0
9cb78678-d0b5-426e-99da-8c9c53f95447,60,Female,3,247124.9594,3,0,0,119717.541,0
ecc742b8-385f-4a27-a481-ef401644fbb1,50,Female,2,223697.3664,2,0,1,105911.308,0
6f7218fc-c49c-4bcb-8cf9-5d3501889cba,25,Male,7,76531.18059,3,1,1,125594.9711,0
1f83d86e-7e08-44cc-8ea1-bfad2f038b9c,54,Female,3,115273.1449,3,1,1,133731.3387,0
b5d50125-ded5-432c-b697-5767d4e15d7f,35,Male,0,5377.06314,2,0,1,46941.27874,0
13d455f1-15c4-4c38-8235-9fb607000ec2,25,Female,4,168542.3407,2,1,1,131456.6489,0
adab2e4f-6dc0-49da-a567-9fa90d8318f9,67,Female,8,148858.2111,1,0,1,93207.31691,1
235214fb-2dc8-42e8-b981-00dc28b88fa1,56,Female,1,239757.7908,2,0,1,143092.9865,0
e0e38c3f-c4e0-4778-ad07-ec305330adaa,44,Male,1,121242.3968,2,1,1,100437.342,1
1a572cfe-7e68-4d12-88e5-b3bcf9cc1f05,20,Female,1,11559.45578,3,0,1,104752.7488,0
e51df44b-09ca-4235-92f8-7ede403664bf,36,Male,8,112315.0429,1,0,1,128130.7333,0
532f30c2-e050-4676-b6d1-30c636905ff1,48,Male,1,240750.182,1,0,1,134634.494,0
d7d5b5e6-2fa9-4f6e-8b61-46cf19deb041,58,Female,2,224534.7821,2,0,0,136769.4048,0
59560fa2-275b-4f42-be07-085aa2c1f211,60,Male,8,168878.9552,3,1,0,24875.67014,0
4954e00f-6481-486a-95aa-59d8b847e111,41,Female,0,219052.1468,2,1,1,56685.35044,1
6f4c6f03-3187-45fc-ab7c-26dca7053fe8,58,Female,9,237818.7683,3,0,1,93044.30615,0
64766640-e449-4a47-9536-bd8b7bfb5a47,52,Male,9,247428.7518,1,1,0,107124.5379,0
26e5e8a3-7613-482e-b8bf-834a972643cb,45,Female,3,213977.96,3,1,1,43991.63542,0
1b9d0e95-f2ad-4aca-b2da-0f2a468905a3,51,Female,9,69574.7957,2,0,0,87975.23782,0
27295065-f7f3-4662-bd38-b4d860cfa46d,25,Male,3,246842.6508,1,1,1,64668.17557,0
f258e356-cbc3-4df5-a1fb-9ca9a7e654a2,28,Male,9,177793.5594,3,1,1,95230.76834,0
bc68483a-ffb8-4a16-a9c5-afc6ebedf7c6,56,Female,6,126824.6362,3,0,1,97011.6489,0
9ec26132-20b2-4de8-8711-71a4db3a81ab,44,Female,2,229830.299,2,0,0,103135.4633,0
75d97985-528e-45ee-a2ee-2a46a37f1818,59,Male,1,231705.7131,2,1,1,122265.3225,0
e8cce3b0-9783-431e-aac9-639694949bb7,42,Male,6,10541.93165,2,0,1,37124.1142,0
293dff60-8870-479c-97a7-742c02e05da0,23,Female,4,46986.21887,2,0,0,72264.30028,0
1aaba5d2-c6ea-44ad-999b-fb5bdf09d011,48,Female,0,168528.2205,2,0,0,125018.4623,1
71cc9864-19f6-4258-b54f-bf71a131d38e,33,Female,9,171502.2665,1,0,1,98045.30317,0
20d62392-5490-4106-8efe-b6317c167799,32,Female,6,231171.9163,1,1,0,17765.43895,0
77e940bd-1649-4065-a92a-b6f1acdc11f3,18,Female,8,103892.2191,1,1,0,88167.78837,1
54d3d445-f0e1-4bed-ab56-55025eab09d3,67,Female,9,246918.025,1,0,1,62581.1464,1
14cfd3ac-1728-46fd-80ef-01501baa20a7,31,Female,1,18397.58632,1,1,0,117975.0373,0
e111a3b5-b7e0-4fb5-a3d5-5317e0892192,59,Male,0,196057.6784,3,1,1,139296.1487,0
b0ff2f06-b7bc-4328-8355-6b1992fe3419,49,Male,2,175953.4156,3,0,0,77481.01492,0
6cd37703-8310-4f44-93a9-d17b4b2e3216,60,Female,7,135509.9851,1,0,1,30511.59614,1
c92f994c-1739-4a6c-9ec8-d9b107245478,31,Female,7,147192.7068,1,1,1,143818.538,1
e90e0327-0d15-4520-bbbc-bb0de138a677,19,Female,9,57532.84484,1,1,1,32931.35325,0
b9493698-c116-4643-ad99-c3a17c0dc3e5,39,Female,3,197268.1174,2,0,0,71811.20368,0
eee240e0-b8cb-4c67-ad37-d3bfdc0606d5,43,Male,7,154719.4808,2,0,0,108237.923,0
2ad2ae0e-ec16-4022-a74f-5ba25b275d47,57,Male,5,55584.31969,2,1,1,79354.99471,1
7ba8fbf6-4c81-4d78-be39-1050c87657d2,56,Female,9,2257.162716,3,1,1,113774.1252,1
73bcd375-7276-4a7a-88f2-caac89528f40,31,Female,1,235010.3411,2,1,0,140541.2929,0
310debc7-61ac-4e7e-bf3e-053212b208e0,30,Female,2,65118.17047,2,0,1,72914.23707,0
0ea09311-4dbc-45b4-9dec-f7cb7077f313,51,Female,8,13178.06757,2,0,0,139465.1376,1
d0d56708-9fcc-4dd4-9d51-263ef76c6017,59,Male,0,225784.3876,1,0,0,35639.18892,1
12155fc7-3bd6-46a3-a018-5ebcdcb2354a,64,Female,6,194944.3552,1,0,1,23655.30817,0
1bfb227a-6058-4b3e-9ca6-138e5880afbc,29,Male,6,176365.6047,3,0,1,145544.8017,0
bec9060b-5134-4d40-a813-622c3e090ea9,37,Female,9,51757.47143,1,1,0,49750.02709,0
dd7d5a43-2e69-43d6-968f-ae3091bab0ef,55,Female,2,90270.08841,1,0,0,111674.5039,0
d6879545-5781-4e12-b456-afad69326a54,47,Male,0,216465.8893,3,0,1,99157.61625,1
6b942be4-0f67-4bad-82d3-1096c02487dd,45,Female,0,239749.1111,3,0,0,29624.97664,0
14814a94-fd47-440a-94f8-a70bd9435e52,68,Male,2,240731.1402,2,0,0,13703.501,0
50e1cd15-a085-4542-aec7-9d0a35520fb9,31,Male,0,98810.50564,2,1,0,54025.37429,0
7fb527e9-c127-4c11-853b-91d13a7ea3c0,22,Female,9,162353.6225,2,1,0,57939.61402,0
78856313-8d39-46ed-9a11-9f5bea4022b7,46,Male,2,113100.7557,1,0,0,95958.3662,0
cb751769-625e-41f5-ba08-51dc4c9e0c16,63,Male,6,238355.7455,1,0,1,134862.1939,0
093e3830-35fc-4cae-98c8-3cb314f438d0,25,Male,1,243560.3844,3,0,0,74183.64678,0
a85edfb1-3eb6-41a2-bc04-97f75b71468c,44,Male,3,60998.30778,3,0,1,107752.4777,0
156291f5-eca6-4330-bdd5-b54211b68f9e,49,Male,2,46192.95514,3,1,0,137841.645,0
fdd54326-93e3-4de3-b2d6-997773109388,45,Male,9,146391.7662,3,1,1,101362.7038,0
06180743-2aba-4cc2-bcc1-cd21c9e75752,41,Male,6,177233.81,2,1,1,33777.30436,0
58aa72cf-19a0-4f65-8016-528aae4cd60e,58,Female,0,117798.4258,1,1,1,78901.08655,1
58ebcb02-1e9c-4005-b472-5cb21a8cdae5,30,Male,2,106722.5878,1,1,1,49203.17757,0
8f993266-8dbc-41f1-a159-abea5f1c9309,64,Female,7,17483.85142,3,1,1,92943.59952,0
fa622d0d-aae9-47aa-b361-69c6ffde105d,21,Female,1,180365.3409,2,1,0,51541.82747,0
34416516-fdc5-41f9-aed3-8f1f09a939e2,21,Male,1,13388.77695,3,1,0,64445.29408,1
f71a6eef-2295-49c3-8cd2-8f9d1042d839,64,Female,3,37577.63442,1,1,0,103593.1873,0
b02a4ae9-7b50-4eba-be39-c218ddf65cb9,38,Female,1,122086.34,2,1,0,147718.7427,1
b0369c7d-f23c-477f-aafe-32c43823c0ec,43,Male,1,50342.26111,3,0,1,69829.13755,0
aa101652-e3e4-441c-8443-4022124f99f3,53,Male,7,169763.0124,2,1,1,141119.618,0
85eaa264-c2f0-462a-ab65-d80941d1e1a8,32,Female,1,228716.9524,2,0,0,89670.60631,0
2ec4173a-fe6b-4775-b15a-0e540febfeea,44,Female,9,39225.74109,3,1,1,44208.25012,1
e9f897c1-1da9-4c1f-b0c6-9f66519d426a,63,Male,9,89903.78097,1,0,1,66591.91851,0
c4b1e693-2085-4d56-ae00-47ff9e360931,57,Male,6,156212.7242,1,0,1,25254.02005,0
8e5d5134-a2ef-4563-a90a-823a4bccf490,50,Male,3,235477.0801,3,1,1,71377.85978,0
381d0e41-f29b-4d0b-888d-9e5180cf443c,61,Male,5,58283.72606,1,0,1,79005.60055,0
482d2fac-d388-46b5-a836-2017c2af15fd,52,Male,9,102164.1607,2,0,0,130411.8343,0
9a237c75-320a-4114-943b-33e495fe71e0,54,Male,5,150797.7,3,0,0,16393.08269,0
9ebabb40-ce72-4a2e-abc1-399cfba1b749,46,Female,5,123133.3183,2,1,1,105006.6782,0
886237cc-d2b2-4fc7-bf8c-e483441646aa,46,Female,0,18108.25096,1,1,1,110107.5746,0
32f2407a-b3cc-429c-99cf-19e2407beca7,48,Male,8,150358.47,2,1,0,23161.5415,0
c31f9a5a-8a1c-4301-a30a-a56f20d3ea0e,25,Female,2,128543.3357,2,1,1,141266.5167,0
1b49b49a-e883-45d8-a6fe-29cfb84ca958,52,Male,2,166171.5429,2,0,0,27520.89667,0
d5cca01c-1479-4996-a236-e3652e123dca,29,Female,4,186659.8992,3,1,0,12262.20498,0
e93fa09d-6d8c-41fd-9d14-e46acc1fc10a,68,Female,0,126345.8773,3,1,1,44829.65156,0
16a3e8db-74a6-4a34-a450-711788348342,25,Female,1,204966.1491,3,0,0,94614.18168,0
7dc1b6b8-8390-4d33-afce-142f0c20987a,52,Male,6,212569.2666,2,0,0,109547.9197,0
577d3582-64fd-42f9-bd1e-d785bfc9ae6a,28,Male,3,204729.8129,2,0,1,82822.34968,0
8163ea88-e86c-462f-a70b-0303866ac3de,21,Male,1,6305.712723,1,1,1,66998.45982,0
be88a2b7-71a4-4128-b7ca-868104c7a827,33,Female,0,222222.225,2,1,1,21191.53101,0
d629917a-5595-4fb1-998b-a7041242b287,67,Male,7,81729.78613,3,0,0,132738.844,0
3119e2a9-6818-4863-8b43-1922e8460b5c,44,Male,2,150255.4626,3,1,0,39397.12568,1
e1ed5d96-4e55-44ae-b316-da97d4af9c18,56,Male,6,160566.6002,3,0,1,43303.67491,0
72cf3946-5997-471c-a6bd-9fdc8877e92c,27,Female,1,217784.9978,2,1,0,111060.6053,0
2dc8c5b9-cf46-4e1b-a8f6-0a7f95fedf42,18,Male,1,64912.44711,3,0,0,26342.41516,1
149f92e1-64e5-4538-ac41-d76489b52d5b,19,Male,4,209635.0338,2,1,1,108623.2768,1
685e1fb8-c797-4368-9cec-893874fdd491,57,Male,3,48112.12861,3,1,0,42336.08429,0
6a560da1-3a9a-4607-968d-8e16ec90d5d5,61,Female,1,88398.53763,1,1,1,56616.85049,0
cef8b78b-18af-4bef-97b9-09bf8240d9d0,33,Male,9,91197.10972,2,0,0,139848.9906,0
68a744ca-c375-44bb-b27d-d0be5a401441,65,Female,6,21497.06132,2,1,1,132908.5639,0
f7604b83-ca7f-4355-aad2-ec275f9db19e,36,Male,0,69678.593,1,1,1,76071.74049,1
0cb055bc-bd62-4269-9155-18d4cc43af21,40,Female,2,218554.476,3,1,1,27740.35822,0
c8f0a5ad-73df-440f-85c3-0b3470e07612,38,Female,7,102464.357,2,1,1,116871.2334,0
126d3fb1-a745-49de-b97b-eca6d2297192,46,Female,0,36230.1684,1,0,0,144196.7922,1
57ee8aa6-26f8-4aea-a9c5-dd01a262ca01,30,Male,6,25685.2549,1,1,1,105566.628,0
4083d04f-8bcf-48ee-bdd8-b3d740876842,18,Female,1,140681.0442,2,1,1,112577.3981,0
731d8355-03b3-49d6-9f13-8151f43e16ed,26,Male,4,30797.52708,3,1,0,36694.83838,0
c17bcdb1-a887-4fce-be26-e44d848124b7,42,Female,9,184807.498,3,1,1,32621.89355,0
a996dc26-2fb6-4855-84c7-817f06618f21,39,Female,8,5924.024542,2,1,0,95171.42666,1
7766d008-d1cb-412e-92da-c9372dcbccda,51,Male,9,82486.34273,2,0,1,79935.73903,0
399a946b-0514-47aa-8573-414ce2df0544,30,Female,8,233976.0942,3,1,1,23520.46032,0
e7346dc2-29df-450b-a210-32f94965eebc,36,Male,6,53005.76759,2,1,1,78510.60368,1
6cc991eb-4e57-45e1-aab8-aba3f5d38561,48,Female,3,86194.2674,2,1,0,95732.69242,0
9001697c-e71d-4756-a2cc-9e46f5be3887,58,Male,5,99193.45034,3,0,1,101954.9403,0
89110f3f-926f-4240-8bd6-bff988469eef,48,Male,5,10424.77728,3,1,0,65947.18588,0
68c9dad1-eaf0-41d3-b809-40bf2716aa29,31,Male,9,131507.9027,2,0,0,77215.39058,0
97d8464e-4cad-464f-a51f-a6cebd38d930,42,Male,9,158279.7992,3,1,0,48797.94066,0
696ef509-eb52-40bf-8ef6-e8fbb71a78de,41,Male,9,69049.54292,3,0,0,130640.0086,0
6e3248dc-cb6e-410b-96b5-cb45d3878fed,23,Male,4,22586.19517,1,0,0,91954.69406,0
25e1b6d7-e73c-402f-bf0c-f32b4aa21cbe,68,Male,8,197602.0818,2,0,0,67620.06696,0
03aed4c9-fd8b-497f-9e2d-b2ab2fab6d85,33,Male,2,184280.5926,3,0,1,75225.79339,0
f41a2a07-8f8b-42dc-a1dc-a2b3003aceae,31,Male,8,239455.9533,3,0,1,139402.0117,1
101d2143-bd22-4eb0-b71f-155b587384ef,63,Female,1,231226.354,3,1,0,134877.5349,1
46f0337f-6fd7-4d47-b405-241e65d3dd17,41,Female,6,169081.0919,1,1,0,59481.08986,0
31cb0e4d-244d-461f-a00f-d7ba7a7ad5c6,59,Female,3,66267.53747,3,1,0,134557.2202,1
a5bd6850-773f-4359-98fd-c15036f6e78d,33,Male,1,233403.294,3,1,0,54273.34211,0
f946bc00-a04f-4364-824d-0a35b7eb125f,52,Female,6,206280.3595,1,0,0,113834.8352,0
c9e4c944-71f8-4500-935c-539943d3183c,54,Female,4,212520.9667,1,1,1,40001.85938,1
a08a5d16-b4ef-4e4c-a1a0-99ca3be7134c,61,Male,7,194901.4163,3,0,0,100761.4011,0
70cf07ec-9947-4373-868b-bbec09f4db46,66,Male,1,207200.5333,2,0,0,79958.64956,0
1f664e6a-2236-4d34-85f7-66cab92141f2,44,Male,4,7737.996551,1,1,1,25183.2976,0
62d62f44-a947-4f14-a8a1-a5ad1d5d7bf3,65,Male,0,156741.4037,1,1,0,55117.05234,0
aafc8e67-b249-4e17-b989-b5cccd527d3b,59,Female,9,108286.2407,2,0,0,147435.101,1
07696ab4-d2a8-414a-a886-8dc70141793d,29,Male,2,29140.18406,1,1,0,92389.98607,0
94dc8f29-2652-4503-83cf-59203f411ba2,30,Female,3,137807.1513,2,1,0,75480.80196,0
498eb455-5386-40d2-bd68-9f918256fa27,39,Female,4,153921.8895,3,1,1,37290.31685,1
9e00de02-8df9-4d24-a225-7d6f7a6bcd56,51,Female,7,124280.0168,3,1,1,102731.1251,0
4b18243d-40d0-476b-bad5-ca56ecae4287,27,Female,7,200469.5488,1,1,0,74864.63911,0
300f2e69-93eb-48bd-a7e8-739834f27ac0,68,Female,4,85942.11808,1,1,1,136269.183,0
4708d66c-ccac-41f4-bb44-01949988c748,59,Female,4,68961.26463,3,1,1,72362.24474,0
c6617b37-d68d-4237-ae56-a3da6cee4345,29,Male,5,201024.7689,3,1,0,10869.56013,1
5746ce12-0def-48ea-8762-557175cbbc8a,28,Female,8,220718.9914,3,0,1,44696.03402,1
e759a283-1d3c-4fab-be68-0c50ab3bca56,49,Male,1,56815.07247,2,0,1,95718.67969,1
082a5277-b5fc-4b57-8b82-04dd7e12cf47,52,Female,2,48237.80372,2,0,0,15667.42175,0
48f1fa7b-fb75-4b80-8d80-f491292d3049,48,Male,9,177649.5203,3,1,1,65587.83399,0
4093113d-3cf2-4b06-99de-3ab12ae09a9a,49,Male,4,249154.9433,1,1,0,49795.28612,1
437203eb-7a94-43eb-9e3b-dacbd69901e3,51,Male,1,8314.702152,1,1,0,114799.6561,1
42b3f8ba-5d26-4fc8-96de-f993f9010d28,25,Male,0,59448.95571,3,0,0,68584.43959,0
a357ec2c-80a8-4f19-ac8a-0a66ddbc560a,62,Female,3,7502.266066,2,1,0,74535.00874,0
14e6bc2d-08f5-4512-b7b6-e850fd435a95,66,Female,9,154176.5575,2,0,0,47603.94975,0
f590a904-1658-4bec-8fa4-ba392a9e5d01,64,Female,4,139294.307,3,0,1,70230.99014,0
2fdc9eb5-6d61-421a-93f5-d45279946230,44,Female,7,63946.69617,1,1,1,49386.16806,0
44e9fecb-836f-479c-a8dd-f1f35e714f97,40,Male,7,24519.76196,1,0,1,134079.7964,0
c397740c-dc9b-4f1e-bc99-04553169c470,35,Male,7,85441.65039,1,0,0,47789.72713,1
16349118-a4a8-41a2-a637-b37870a411da,38,Female,5,210616.3418,3,1,0,106776.2353,0
5a1f6d03-27d2-459f-8339-cd7dc7955488,49,Male,8,185194.0795,3,0,0,102986.3108,0
5c8dc64a-bfde-41b7-94e0-77f688dd66aa,37,Male,5,215723.5418,3,0,1,113946.1575,1
1691e3f9-3eb1-4573-a173-cac704a2348b,57,Female,7,117243.7216,3,1,1,66503.11244,1
e8cc8537-b31e-468e-8417-6842edf45d70,31,Male,6,136632.0529,1,1,0,92152.26977,0
87853453-a1fa-41a8-962f-f41da7a8d4ec,20,Male,0,150557.7621,3,0,0,50752.47033,0
3a3f7e5e-de81-4ea2-aaac-e1e1e8d2752d,25,Female,4,249657.238,3,1,1,140137.5339,1
487776bb-c78a-4274-a5bf-4396cfa967c7,46,Male,8,202863.283,2,1,1,100071.4748,0
93230c2d-4858-4ce2-aa4f-095ba0ff53e6,56,Female,4,124122.2967,3,1,1,110630.4813,0
32edd956-c8f0-4f30-8dbe-f751d3ec2830,37,Female,0,213315.8111,3,0,1,148007.7751,0
77550b1e-2bf3-4cd0-ae40-2016639e9992,22,Female,9,110590.2313,1,1,0,114285.9823,0
bcab2b12-4df0-4d83-8f82-111c3323d84d,59,Female,4,29322.53172,2,0,0,67714.68721,0
1f05f311-8c44-4c0f-97e7-41461cbcdf9e,51,Male,9,73091.23659,2,0,1,95333.25896,0
62f86789-200a-4502-a65e-e0c94f5d99fe,53,Female,9,213932.5386,1,0,0,63795.80228,1
